0.056497656	-0.038565375	0.05713116	-0.011295683	0.048287664	0.0072530196	-0.03814389	-0.042000785	0.05056028	-0.025222534	-0.0854253	0.07858061	-0.05342597	0.02219701	0.015139963	0.0020794405
0.012931952	-0.011341654	0.03073981	-0.03309141	0.024252959	-0.024902225	-0.06622607	-0.074866004	-0.007331091	0.020149145	-0.069707304	0.10616551	-0.013814361	-0.007849183	-0.008590502	-0.008515777
-0.0282237	-0.018852804	0.060511284	0.028308066	-0.038076382	0.009341995	-0.0046194415	-0.09713679	0.0057361433	0.07092375	-0.027216323	0.10642848	0.0209566	0.04813687	0.047200494	0.03894039
0.022424687	-0.05070737	0.04712956	0.002491413	-0.04499883	0.052522838	-0.025828075	-0.0587932	0.027834766	0.03847152	-0.043370254	0.05743288	-0.0024367908	0.05217534	-0.0121957045	0.009581096
0.024311472	-0.022151452	0.023113562	0.02436104	0.007518277	0.03135348	-0.07561371	-0.04926962	0.060006313	-0.0048846994	0.017143195	0.08347636	-0.012993655	0.0042378507	0.008514614	-0.030885633
0.03974541	-0.017078066	0.04767371	0.001052272	-0.016908372	0.013016876	-0.09180287	-0.08119422	-0.011497866	-0.028720986	-0.027854698	-0.026052982	-0.048417136	0.03400402	0.060317073	0.056891657
-0.02079784	-0.044954877	-0.0073159747	0.03293477	-0.006384863	-0.021928517	-0.048526254	-0.046897464	0.10331375	-0.008804045	0.017846439	0.15219122	0.004425561	0.079569705	-0.03739945	-0.06617977
0.05662821	-0.07946643	0.025569737	0.012294851	-0.04781846	0.02362549	-0.04180157	-0.04344787	0.023075	0.057208817	-0.026261637	0.04974683	0.009824552	0.030847814	-0.041802738	0.03502176
-0.024703309	-0.0069115567	-0.0046412577	-0.05470506	0.03946008	-0.01829559	-0.003169849	-0.12995072	-0.03345238	0.013836766	-0.05322765	0.08426278	-0.034540337	0.05653658	-0.07472271	0.038549233
-0.03189916	0.004973522	0.026912084	-0.0490019	-0.014206429	-0.022015331	-0.0049183443	-0.03151585	0.06859475	0.07368721	-0.028853374	0.11386662	0.0309643	0.12002062	0.017800856	-0.03940507
0.009013407	0.029753182	0.049025893	0.023784675	-0.0012628988	-0.0312158	-0.082496695	-0.031421825	0.04858745	0.024220707	-0.046398293	0.0864993	-0.045851413	0.009985264	-0.049025897	0.0057242285
